Geneid	KEGG_ko
gene13611	K01462
gene10587	K03004
gene9828	K09866
gene13574	K15516
gene14137	K13356
gene11424	K12618
gene5176	K06052,K21635
gene5177	K06052,K21635
gene5429	K13240,K13241,K13242
gene13517	K15181
gene13311	K06129
gene13312	K06129
gene13313	K06129
gene10107	K15289
gene13338	K09228,K15275
gene9608	K05546,K12317
gene5577	K16734
gene13058	K05862,K15040,K15041
gene8908	K04508,K10594
gene2321	K05127
gene8557	K16496,K16506,K16669
gene7246	K16537
gene7247	K16537
gene2229	K00710
gene2230	K22410
gene7619	K07561
gene9859	K14559
gene4859	K00027,K00029
gene4861	K17784
gene4862	K09536
gene4863	K13984
gene4288	K06235,K09224,K09225,K09226,K09227
gene4289	K06235,K09224,K09225,K09226,K09227
gene2920	K08145
gene14531	K17778
gene14532	K21752
gene13797	K10875
gene5369	K08269,K21357
gene5371	K08269,K21357
gene12372	K20392,K20393
gene7737	K03783
gene12687	K10443,K10457
gene2166	K02542
gene2167	K04802
gene2168	K00227
gene8666	K01875,K14821
gene7784	K10272
gene10949	K02514,K08102,K08103
gene4204	K03956
gene4206	K06497
gene14427	K06082
gene14428	K06082
gene14429	K06082
gene8723	K15685,K15714
gene8724	K12825
gene8725	K00854,K16732
gene12605	K04465,K08558
gene12606	K04465,K08558
gene10937	K19201
gene10938	K01892
gene12724	K21411
gene13067	K12398
gene4877	K11165
gene4878	K11165
gene9732	K00456
gene11017	K09228
gene11018	K09228
gene10393	K00030
gene12085	K04135,K04165
gene12778	K16185
gene12779	K01673
gene9303	K16780
gene13299	K16632
gene13444	K03626
gene13425	K03440
gene8328	K07527,K08889
gene8329	K08889
gene11868	K20464,K22285
gene7995	K12303
gene10893	K14862
gene4392	K03193
gene7368	K01930,K04409,K04410,K05733
gene7370	K07305
gene14588	K01581
gene14589	K02520,K16817
gene11926	K19489,K19491
gene14279	K15193
gene8938	K03644
gene8939	K12796,K13866
gene10161	K20178
gene3142	K20638,K21067
gene3143	K20638,K21067
gene11468	K01988
gene11469	K01988
gene11470	K01988
gene12412	K10875
gene12309	K07930
gene11680	K18462
gene11954	K14790
gene9776	K19176
gene9777	K08597
gene7324	K18422
gene5148	K02971
gene10917	K10408
gene2413	K12890
gene3826	K04427
gene8963	K09330
gene11876	K04493
gene5650	K18461
gene5651	K04710,K21752
gene5652	K01395,K08606
gene10382	K07515
gene10383	K00030
gene7584	K08510,K13504
gene7585	K01872
gene5533	K12737
gene5534	K07936
gene10465	K14999
gene12344	K00108,K21270
gene12345	K00108,K21270
gene13835	K15420,K18595,K18596
gene13836	K15420,K18595,K18596
gene12864	K06997
gene12712	K01183
gene6225	K13207
gene13874	K08471
gene12857	K10365
gene10859	K05955
gene14026	K01951
gene6688	K08729
gene6689	K04441
gene10909	K08858
gene10910	K05313
gene8163	K03004,K03506
gene980	K08471
gene981	K08471
gene982	K08471
gene983	K05643,K15503
gene5218	K02156
gene13692	K20225
gene9895	K04371
gene10899	K17925
gene13566	K01724
gene9013	K15005
gene9014	K15005
gene9015	K19754
gene11248	K08471
gene2174	K01044,K01049,K01063,K03927,K15743
gene2175	K01044,K01049,K01063,K03927,K15743
gene2176	K01768,K19613
gene3296	K04462,K22410
gene11684	K07750,K22282
gene11685	K07750,K22282
gene12644	K04567
gene11408	K13293,K13755,K18437
gene6723	K08026
gene10153	K00326
gene13841	K18180
gene10769	K03872
gene14262	K07198,K08811
gene12388	K04600,K04601,K04602,K14704
gene13699	K16185
gene14419	K07293
gene7785	K15001
gene7786	K15001
gene7787	K15001
gene3268	K08041,K08043,K08045,K08048
gene9520	K03626
gene8200	K06627
gene8201	K21245
gene4952	K09113
gene4953	K15446
gene4954	K05692
gene8122	K11426
gene8123	K09228,K09229
gene6292	K03926
gene6293	K20031
gene6294	K10447,K10463
gene6295	K20671,K20677
gene12664	K07427,K15001
gene12666	K07427,K15001
gene12475	K01115
gene13829	K11997
gene11279	K11252
gene11280	K11251
gene11281	K11254
gene11282	K11253,K11275
gene7591	K12397
gene7593	K00128,K07249
gene7795	K07441
gene12531	K00911
gene10918	K10876
gene11549	K20193
gene9231	K01363
gene9232	K01363
gene13096	K16675
gene13097	K00802
gene6083	K01809
gene11173	K13106
gene11174	K13106
gene4870	K04527,K05087
gene10644	K12472
gene8895	K14137
gene8896	K22063
gene8897	K04352
gene8899	K14549
gene11983	K15001,K15007
gene11984	K15007
gene9499	K02178,K06637
gene12660	K19949
gene5616	K05742,K12040,K13961,K14722,K14723
gene13976	K20821
gene11801	K00993,K00994,K13644
gene10123	K12373
gene4950	K05129,K16353,K19511
gene4951	K05129,K16353,K19511
gene9915	K18266
gene9888	K20752
gene6057	K05746
gene12016	K08471
gene7667	K03106
gene13813	K00627
gene13814	K12897
gene7564	K10203
gene7565	K12197
gene10312	K09365
gene6414	K06704
gene7686	K01187,K14210
gene6336	K13754
gene2718	K09349
gene9869	K11268
gene8254	K05719,K06464,K06493,K09884
gene8255	K10739
gene8256	K11800
gene9237	K04361,K05083,K05084,K05085
gene3286	K12168
gene8714	K04632,K04633
gene10872	K07204
gene10873	K08738
gene11720	K17923
gene9004	K01103
gene4692	K11716,K19929
gene4679	K14443
gene4680	K11367,K20091
gene9709	K01176
gene13763	K18441
gene8776	K01115
gene12592	K01187,K14210
gene12593	K01187,K14210
gene10952	K19352
gene10954	K15440
gene6814	K19674
gene12638	K10425
gene9946	K20493
gene9947	K20493
gene7199	K08873
gene7200	K00681,K18592
gene8454	K14850,K17478
gene11215	K01477
gene9599	K08027,K08560,K08705
gene5449	K02324
gene5450	K02131
gene14673	K14565
gene5767	K05052,K05053
gene12896	K08202
gene12897	K08202
gene5549	K15001
gene5550	K05323
gene11364	K11223,K11224
gene11365	K14686
gene14269	K07962
gene12591	K16738,K16739
gene10713	K20639
gene10714	K13370
gene10715	K04728
gene9624	K02997
gene2337	K04437
gene5457	K15499,K15500,K15501
gene12337	K10183,K10185
gene6759	K01176
gene10632	K20211,K20212
gene11004	K03440
gene7390	K09312,K22234
gene10467	K16468
gene4407	K09228,K09231,K15618
gene2305	K09319
gene12234	K07910
gene12064	K00626
gene12065	K14850,K17478
gene5290	K01229,K05350
gene5291	K01229,K05350
gene5292	K01229,K05350
gene5293	K01229,K05350
gene12740	K10737
gene8791	K09494
gene12469	K03660,K20315
gene13654	K02955
gene5980	K08835
gene5766	K05853
gene5705	K09311
gene5706	K09304,K09305,K09306,K09311
gene5707	K09304
gene10033	K07204
gene6801	K10421,K10422,K10423
gene7011	K11840
gene9533	K00901
gene10782	K08145
gene10456	K14849
gene11593	K08802
gene11594	K06515
gene5501	K05680
gene11796	K15128
gene8202	K01052
gene12749	K11307
gene8514	K00665
gene8515	K20967
gene8516	K16744
gene3425	K08471
gene10506	K00710
gene7166	K08471
gene13492	K14649
gene13493	K14649
gene9413	K09228
gene3616	K08789
gene10218	K04409
gene10219	K00597
gene9751	K08798
gene11506	K00901
gene11507	K00901
gene11924	K01278
gene7930	K17778
gene11823	K00472
gene11824	K00472
gene12985	K14798
gene14156	K06515
gene11632	K11097
gene8396	K01892
gene8397	K19201
gene8398	K02947
gene2706	K00698
gene13605	K09228,K09229
gene14322	K08145
gene10486	K06491,K16680
gene14112	K00274,K14388
gene7253	K16605
gene7758	K01940
gene7144	K09428
gene10560	K08497
gene14517	K01312,K09640
gene13173	K11140,K11141
gene11157	K10106
gene3941	K05762,K05763,K08007
gene6303	K18468
gene11540	K00411
gene8259	K14861
gene9365	K09228,K09229
gene10836	K08762
gene10837	K12481
gene10838	K14026
gene8261	K03024
gene8262	K06062
gene10414	K21767
gene7504	K05692
gene7505	K05692
gene7506	K05692
gene12879	K00485
gene10208	K06772,K06773,K06774
gene10808	K03283
gene6058	K11978,K17455
gene6059	K11978,K17455
gene10124	K17432
gene4347	K03679
gene4614	K00826
gene4615	K01262
gene14708	K12842
gene9340	K03129
gene5192	K04560,K08486
gene5193	K14399
gene5194	K01639
gene5195	K09239
gene14450	K14857
gene12458	K17541
gene11693	K18665
gene4623	K11406,K11408,K11409
gene11838	K17233
gene13693	K02910
gene13694	K01599
gene7291	K09228,K09229
gene6072	K14560
gene9677	K07750,K22282
gene13986	K00070,K11517
gene13987	K00070,K11517
gene1024	K00728
gene12695	K00778,K00779
gene4254	K09185
gene13080	K16344
gene8918	K13509
gene9334	K02949
gene14318	K08451
gene1477	K13142
gene1478	K07298
gene2143	K10878
gene4664	K01187,K14210
gene9543	K01044,K01049,K01050,K01063,K03927,K07378,K15743
gene9544	K01044,K01049,K01050,K01063,K03927,K07378,K15743
gene12257	K01044,K01049,K01063,K03927,K15743
gene12258	K01044,K01049,K01063,K03927,K15743
gene11302	K14321,K18716
gene11303	K10305
gene12026	K21879
gene12027	K21879
gene13454	K01044,K01049,K01063,K03927,K15743
gene7549	K18623
gene8590	K08814
gene1450	K22381
gene12053	K19365
gene8960	K04725,K16060,K16061
gene11142	K20100
gene11623	K01187,K14210
gene6434	K14165,K17614
gene12264	K12848
gene8086	K05032,K05033
gene10880	K10903
gene12982	K04646
gene13244	K09073
gene14048	K15203,K15210
gene6481	K14823
gene5612	K14570
gene5613	K01047
gene13155	K02178,K06637
gene8597	K13103
gene7651	K06568
gene4522	K09067
gene4820	K04138,K04139,K04140
gene9809	K13131
gene9810	K09228
gene13919	K01044,K01049,K01063,K03927,K15743
gene9119	K12899,K13165
gene14682	K14856
gene14683	K17985
gene14685	K03257
gene10822	K06626
gene6531	K01077
gene10961	K08818
gene10962	K14816
gene10963	K20099
gene10964	K00940
gene14208	K06632
gene8023	K14258
gene8280	K10844
gene8281	K19759
gene3179	K18402
gene13627	K00827
gene10085	K10104
gene9129	K00415,K16830
gene12775	K13148
gene9999	K01265
gene5757	K15001
gene5758	K15001
gene5759	K15001
gene5760	K15001
gene13413	K11479,K11481
gene6191	K06767,K14965
gene6192	K06767,K14965
gene9643	K14388
gene9644	K14388
gene14496	K15116
gene14070	K09086
gene12315	K09660
gene7607	K14708
gene9762	K19919
gene11750	K20032
gene7831	K16691,K20229
gene5593	K08387,K14859
gene5594	K14554
gene5595	K08853,K08854
gene11141	K21594,K21643
gene10141	K14649
gene6612	K08471
gene6613	K07377
gene3849	K13220
gene13757	K01192
gene14597	K08471
gene7312	K18763
gene7313	K18763
gene6476	K01409,K10721
gene4632	K04506
gene4633	K16865
gene9527	K11592
gene14186	K06677
gene7240	K01376
gene9082	K05751
gene9083	K08031
gene5910	K14724
gene11858	K05197,K05198,K05199,K05200,K05313
gene11370	K00453
gene11769	K12177
gene11770	K12177
gene3705	K10370,K22030
gene7543	K11471
gene7467	K09199
gene11881	K15001
gene9294	K04523
gene8832	K03233
gene8010	K06013
gene8409	K00654
gene8410	K00700
gene8411	K00234
gene12123	K03006
gene12299	K12373
gene11910	K09206
gene9067	K17259
gene8880	K06491,K16680
gene11865	K01598
gene11866	K18183
gene7807	K10409
gene7534	K11650
gene9201	K00432
gene7853	K06237,K19721
gene10095	K03231
gene14592	K12620
gene11384	K17658
gene13936	K17452
gene9825	K05122,K05129
gene12971	K09228
gene13745	K01290,K01298
gene10593	K10766
gene10594	K10771,K10772
gene13001	K00803
gene13002	K00803
gene13729	K12349
gene6521	K06497,K06571,K17295
gene3952	K16746
gene3953	K08762
gene13908	K10768
gene13476	K10523
gene12703	K05692
gene6427	K03098
gene12652	K15001
gene12653	K15001
gene9370	K16602
gene13709	K11339
gene10136	K18709
gene10137	K20222
gene9769	K07418
gene9770	K07418
gene9771	K07418
gene9772	K07418
gene12935	K02235,K02432
gene10669	K10104
gene5412	K13728
gene12405	K17936
gene7005	K18953
gene11851	K00164
gene10625	K20493
gene8574	K16344
gene8417	K06943
gene9655	K06240
gene14645	K00699,K04628
gene8928	K00787
gene7136	K09086
gene1841	K09195,K09200
gene8875	K17544
gene12042	K06754
gene12622	K13163,K14820
gene7286	K17441
gene14210	K00161
gene5446	K03142,K14766
gene5447	K01883
gene2627	K07418
gene2628	K11854
gene7149	K17302
gene6110	K00106
gene6111	K00106
gene6112	K00699,K04628
gene12721	K13116
gene12722	K04565
gene12723	K04565
gene8833	K00803
gene13489	K01312,K09640
gene13490	K01312,K09640
gene9627	K02149
gene11094	K01316,K09614
gene8158	K06641
gene8159	K09478
gene8160	K13221
gene8576	K05695,K06777,K06778
gene5512	K01555
gene11907	K20278
gene14608	K18166
gene14609	K18166
gene14610	K18166
gene5734	K14999,K15003
gene10083	K13443
gene5483	K00472
gene13181	K19895
gene4504	K15001
gene500	K10104
gene14054	K15001
gene4076	K02154
gene8413	K14558
gene12511	K07200,K20346
gene12512	K07200,K20346
gene7396	K01931,K15689,K16782
gene6881	K09228
gene8871	K00784
gene7256	K08451
gene7257	K08451
gene12970	K22381
gene10135	K14388
gene10096	K07378
gene14023	K19867
gene747	K08738
gene9315	K01312,K01315,K08670,K09614
gene9316	K01312,K01315,K08670,K09614
gene6452	K05849
gene14032	K13749,K13750
gene8650	K01110,K18079
gene5384	K04674,K04675,K13578
gene12425	K08202,K08212
gene2849	K16449
gene4100	K05463,K19495
gene7642	K00286
gene12676	K18086
gene13822	K01409,K05864,K09566
gene11874	K08515
gene13960	K01466
gene8917	K11660,K18596
gene10829	K09183
gene13736	K08796
gene13737	K21424
gene5016	K08826
gene14228	K02917
gene9478	K10951
gene7815	K10865
gene11806	K18194
gene13849	K12833
gene4767	K09307,K09311
gene14249	K09517
gene9957	K02360
gene9958	K02360
gene8644	K04358
gene8182	K11279,K11282
gene4624	K20637
gene8613	K01197
gene11901	K09579
gene2978	K22075
gene2979	K05293
gene9545	K12460
gene13914	K00665
gene14097	K04225,K04240,K08375
gene12217	K08193
gene10673	K00799
gene7053	K10251
gene9178	K13240,K13241,K13242
gene1835	K10401
gene12800	K09008
gene13858	K13814
gene2901	K03113,K12367,K17439
gene8814	K12236
gene12118	K08532,K08533,K08701,K14033
gene14108	K09228,K09229
gene9719	K18595
gene9720	K08744
gene11892	K00710
gene5420	K08471
gene5421	K08471
gene5422	K00803
gene8273	K15376
gene8274	K00735,K10158
gene6791	K08053,K12380
gene6236	K14209
gene11639	K15177
gene3487	K13885
gene11834	K05858
gene9522	K06692
gene6983	K16506
gene10689	K13443
gene13670	K08578,K08585
gene13573	K03962
gene13284	K11426
gene5537	K12603
gene5538	K01277
gene8958	K02599,K06052,K16681
gene6806	K11253,K11275
gene12012	K18166
gene11816	K00922
gene7754	K05725,K05871
gene10422	K08193
gene11528	K12483,K14410,K19283
gene11799	K20478
gene4905	K04739
gene4906	K04739
gene13772	K13348,K13349
gene8034	K09228
gene13469	K09328
gene9366	K05545
gene7202	K01800
gene11002	K12882,K13288
gene11003	K10429
gene10205	K13356
gene5830	K15001,K15007
gene5832	K00552
gene11481	K15104
gene11482	K00915
gene3695	K12185
gene9721	K16717
gene13034	K02606
gene9811	K11824
gene6981	K14944
gene10505	K20400,K20401
gene6346	K18441
gene9356	K14427
gene10983	K08041,K08045
gene11820	K08145
gene5551	K00417
gene5553	K10105
gene7004	K07378
gene14266	K14620
gene12325	K07575
gene8164	K15044,K17969
gene6787	K12604
gene8311	K11099
gene11675	K05701,K06098
gene11827	K21772,K21799
gene10329	K19502
gene7142	K03155,K12074
gene5520	K16175
gene12491	K08543,K08544,K14031
gene12492	K12847
gene12493	K01412
gene12587	K08622,K08626
gene6721	K20299
gene11779	K14686
gene10547	K09479
gene12187	K01044,K01049,K01063,K03927,K15743
gene9952	K09228,K15275
gene14706	K18166
gene10457	K06491,K16680
gene7002	K01306,K11140
gene13084	K10733
gene10923	K21991
gene10924	K19306
gene10925	K12185
gene10926	K19374
gene6586	K01758
gene11592	K10443
gene10785	K07532,K12331
gene8381	K09183
gene7710	K18460
gene6570	K01672,K18245
gene6061	K06234
gene12661	K12259
gene12538	K18264
gene3839	K07424,K14999,K15003,K17689,K17690,K17691,K17692,K17860
gene3506	K14301
gene13832	K02187,K04398
gene10966	K08622,K08626
gene7288	K00115,K21270
gene7289	K00108,K00115,K21270
gene7290	K07192
gene9953	K07899,K07900
gene9956	K18080
gene4682	K14209
gene14431	K08658
gene6835	K08543,K08544,K14031
gene4871	K09855
gene9652	K05038
gene14704	K11982,K19041
gene14305	K22376
gene10539	K07204
gene7411	K13443
gene14414	K08738
gene11626	K01514
gene13186	K11426
gene13892	K09213
gene2843	K19530
gene2844	K11305,K11306
gene9872	K17704
gene9342	K00162,K09189
gene11668	K09624
gene10420	K09186
gene13217	K10582
gene11167	K13124
gene6429	K05194,K05195
gene10375	K01064,K01357
gene6004	K01016,K01025
gene6005	K01081,K19970
gene11931	K04362,K05093,K05094
gene9233	K12843
gene13267	K10442
gene13268	K11204
gene8124	K11463
gene9641	K01280
gene13015	K10876
gene12354	K21108
gene12704	K13123
gene12705	K20465
gene11964	K10247,K10250
gene10530	K01598
gene4843	K11964
gene9102	K07424,K14999,K15003,K17689,K17690,K17691,K17692,K17860
gene9103	K07763,K07994
gene14669	K17585
gene14670	K17585
gene10367	K09871,K09884
gene7767	K07200,K20346
gene14533	K05181
gene14059	K12734,K22190
gene7685	K18443
gene6104	K12562
gene12080	K00507,K15331
gene4924	K21436
gene9300	K13194
gene7973	K20826
gene8977	K21991
gene12260	K02177,K16823,K17554
gene14143	K11848
gene13541	K08336
gene3141	K15613,K16670,K16671,K16672
gene10696	K06106,K14213
gene10064	K12611
gene13700	K20102
gene11265	K09228,K09229
gene11139	K21248
gene11140	K14851
gene9968	K17278
gene11695	K07427,K15001,K15007
gene10778	K16351,K16358
gene2204	K20007
gene2205	K20007
gene5048	K05093,K13338
gene12840	K01793
gene9528	K09880
gene9529	K07750,K22282
gene13770	K03094
gene9882	K01126,K19179
gene13970	K22403
gene14230	K14137
gene14164	K05088
gene14225	K14012
gene6971	K00774,K05868,K21770
gene9584	K02183
gene10887	K08193,K12301
gene8406	K19906,K19910
gene8886	K21270
gene12505	K02888
gene13801	K08193,K12301,K12302
gene12562	K03007,K11313
gene12407	K20372
gene10758	K01802
gene10759	K14015
gene7331	K04849
gene11747	K03440
gene11748	K03440
gene12107	K19511
gene12108	K03504
gene14007	K00627
gene13622	K11319
gene13048	K10660
gene12650	K08193,K12301,K12302
gene12883	K03440
gene12884	K03440
gene8623	K01278
gene4780	K05193,K05194,K05195,K05271,K05273
gene12684	K10649
gene13144	K20043,K20044,K20241
gene11811	K02864
gene11758	K15015
gene5368	K18470,K20411,K20633
gene6690	K13524
gene6691	K11728
gene14312	K03357
gene9276	K09223
gene13147	K22193
gene10196	K02366
gene14713	K14951
gene3105	K19269,K21013
gene9788	K03163
gene14321	K09317
gene8553	K14321,K18716
gene8554	K08872
gene7070	K05732,K13709
gene7720	K03006
gene7722	K09611
gene12711	K12567,K17341
gene13864	K04441
gene8450	K07376
gene4662	K09396
gene7870	K02884
gene5263	K00863
gene13567	K07562
gene7648	K15009
gene7649	K05648
gene9480	K16751
gene11477	K08858
gene7889	K15027
gene7890	K00616
gene8464	K11838
gene13368	K09267
gene11734	K03679,K06619,K08887
gene14520	K00763
gene14136	K19192
gene7437	K03440
gene8747	K01052
gene13816	K15503
gene13967	K10319
gene14081	K12741,K14411
gene13789	K05126
gene13790	K22255
gene14611	K00657
gene9018	K00128
gene9019	K00078
gene10686	K09311
gene2634	K14613
gene6768	K04454,K09260
gene12156	K10399
gene4738	K21396
gene14319	K09049,K09054
gene2615	K15616,K17622
gene2616	K15616,K17622
gene2617	K02263
gene7475	K16537
gene9485	K01278
gene9486	K01278
gene13272	K01187
gene12487	K10392
gene5904	K08471
gene4536	K11459
gene13054	K21138
gene12398	K18411
gene6782	K02888,K13197,K17391,K17392
gene11880	K09640
gene11686	K08331
gene13404	K11426
gene13405	K11426
gene12818	K15369,K15374
gene8025	K11142
gene14173	K09267
gene5610	K08471
gene14153	K08129
gene11058	K13176
gene11059	K10768
gene5857	K04707
gene5858	K04707
gene12243	K10951
gene12244	K13169
gene9434	K10745
gene9435	K14563
gene14217	K09187,K09188
gene12088	K03593
gene13951	K16462
gene14190	K08471
gene12770	K19009
gene11284	K11340,K11652
gene9320	K04431
gene7824	K16677
gene3606	K06835
gene9091	K00927
gene9092	K14007
gene12302	K07187,K16172
gene12810	K09640
gene7547	K10317
gene7548	K11368
gene10338	K08193,K12301,K12302
gene10870	K11718
gene7652	K07852,K17198
gene7733	K02257
gene7734	K14290
gene3883	K02950
gene9171	K14317
gene13564	K05313
gene4203	K02602
gene12151	K15378
gene14247	K09532
gene10628	K06233,K20049
gene6367	K07827,K07828
gene5117	K08076,K08606
gene14335	K13096
gene14025	K01077
gene11081	K18808
gene13351	K18754
gene10299	K10104
gene9837	K20194
gene9838	K20194
gene7319	K12461
gene11005	K01312,K09640
gene7028	K04437,K06572
gene13129	K19363
gene8930	K12349
gene14126	K00901
gene11863	K14715
gene13630	K00773
gene4086	K05770
gene4565	K18667
gene12113	K09640
gene4707	K02177,K16823,K17554
gene10099	K04686,K09356,K09357
gene8993	K19947
gene10094	K15297
gene9990	K12259
gene7778	K04669,K05497
gene11797	K20101
gene11798	K07542
gene3257	K10848
gene4127	K08042,K08044,K08047
gene13582	K09228
gene9798	K00234
gene12179	K11579
gene12180	K15791
gene9444	K08367,K09278,K09279,K09280,K20213,K20214
gene6454	K19041
gene6418	K01537
gene13432	K11086,K11100
gene11199	K15297
gene14002	K10356
gene11417	K08875
gene14009	K00902
gene12435	K08145,K14258
gene14084	K09182,K17894,K17895
gene3097	K06258
gene3098	K11968
gene4238	K02210
gene11855	K01273
gene10570	K09442
gene7151	K16547
gene7152	K05330,K15276
gene7153	K05330,K15276
gene13183	K01080
gene5285	K04392
gene5047	K20315
gene11131	K03098
gene11132	K03098
gene7483	K08524,K13218,K14948,K17844
gene9069	K07188
gene8186	K21776
gene11644	K15719
gene7115	K08367,K09278,K09280,K20213,K20214
gene6780	K06237,K08131,K19721
gene14402	K06560,K06563,K06721,K06794,K06795,K10057,K10058,K10059,K10060,K17513,K17514,K22244
gene12598	K09257
gene9008	K16717,K20176
gene8775	K21889
gene7524	K18468
gene11637	K11205
gene5006	K06174
gene5007	K09554
gene5008	K08471
gene13201	K04494,K14437,K14438
gene10718	K02923
gene9002	K08876
gene12395	K06767,K14965
gene12836	K19750
gene11371	K20752
gene11120	K05765,K10363
gene6190	K10411
gene5516	K17963
gene6626	K18166
gene6627	K04372
gene6628	K19491
gene8511	K13765,K16449
gene13082	K05689,K07127
gene6511	K01080
gene14181	K18156
gene12927	K19721
gene7948	K11374
gene14379	K05312
gene9023	K16469
gene8889	K21486
gene12791	K04448
gene8629	K04354
gene6811	K02988
gene13326	K01530
gene7946	K03131
gene1798	K11459
gene1799	K11459
gene12831	K15128
gene13198	K22290
gene13671	K02213
gene6099	K01768,K08041,K08043,K08045,K08048
gene12524	K00850
gene10525	K08471
gene13512	K14311
gene11308	K13171
gene14061	K00108,K21270
gene8837	K09625
gene10691	K19347
gene13794	K18625
gene13253	K09267
gene10117	K04904,K04908
gene10118	K04904,K04908
gene12708	K07830
gene11957	K09364
gene4755	K14729
gene4756	K14648
gene11559	K00974
gene10424	K15980
gene10425	K10523
gene10426	K10481
gene10020	K00275
gene9084	K06237,K08131,K19721
gene13471	K14299,K16725
gene12140	K14567
gene12446	K01185,K13915
gene5755	K05675,K05676
gene13383	K05088,K05119
gene12192	K10401
gene286	K01823,K03134
gene9408	K02983,K15708
gene8915	K17890
gene12014	K13196,K22198
gene10111	K10641
gene11543	K20694
gene7805	K10694
gene13909	K18283
gene12889	K12870
gene12890	K14035
gene8987	K05037
gene8988	K03595
gene13149	K01057
gene12297	K02677,K19662,K19663
gene13094	K03440
gene9848	K08145
gene12066	K15297
gene14052	K03008
gene11484	K10990,K15700
gene9569	K20234
gene11244	K11315
gene11245	K16939,K16940
gene9498	K12881
gene11647	K06712,K17494
gene8117	K08471
gene2172	K09309
gene9225	K02998,K21848
gene11078	K10498
gene4794	K03363,K03364
gene5987	K16540
gene5988	K20254
gene11940	K19527
gene5080	K04576,K04577
gene13687	K07897
gene11786	K01052
gene8278	K06255
gene10919	K02085
gene10920	K02085
gene13972	K18464
gene12129	K03099
gene12400	K20404
gene12401	K08776
gene9115	K03354
gene13100	K12586
gene11285	K17988
gene11702	K10649
gene5927	K16684
gene6918	K07191,K07299,K07593,K08142
gene12574	K05312
gene11203	K03942
gene8946	K04077
gene10943	K14073,K14074,K14075
gene12874	K08030,K09350
gene14240	K15255
gene14235	K18760
gene10288	K06627
gene10289	K21245
gene9432	K15614,K19472
gene11871	K13963
gene12046	K11833
gene11721	K00503
gene11722	K00503
gene10146	K00787
gene12961	K12757
gene9204	K10343
gene12631	K04374
gene3767	K06271
gene13532	K07376
gene14200	K01619
gene14102	K08376
gene11589	K09655
gene7738	K00472
gene14193	K10743
gene8151	K03357
gene10446	K17779
gene6141	K14999,K15003
gene12361	K01047
gene14017	K08497
gene3741	K12167,K12168
gene11301	K00844,K12407
gene4385	K15620
gene7267	K19947
gene7268	K19947
gene13480	K01016,K01025
gene11704	K08059
gene6870	K14939
gene2044	K13736,K20071,K20651
gene9235	K17817
gene9755	K05466,K05467,K09624
gene13808	K14999
gene8230	K07847
gene8231	K03440
gene13943	K19678
gene13319	K03320
gene10537	K15046
gene8458	K03440
gene8459	K17981
gene2453	K12567,K17341
gene12863	K00387
gene10216	K09486
gene11179	K07200,K20346
gene10159	K20858
gene8095	K14010
gene13741	K11862
gene4691	K18412
gene13077	K17820
gene12485	K03910,K06530
gene12331	K01581
gene11033	K12623
gene13740	K09267
gene3874	K18402
gene3875	K01509,K05673,K07374
gene5419	K08202
gene8482	K06867
gene13634	K13201,K19041
gene4963	K09067
gene12127	K08798
gene11035	K09228
gene6335	K04233
gene13731	K00365
gene3636	K04393
gene13021	K03094
gene13022	K03094
gene12347	K10394,K16606,K20196,K20198
gene1652	K04440
gene8506	K05665,K05666
gene8639	K09182,K17894,K17895
gene9935	K16665
gene9936	K01197
gene11062	K11247
gene11537	K07427,K15001,K15007
gene14043	K17496
gene8910	K18283
gene14215	K19476
gene11422	K00070,K12408
gene12772	K05688,K10632
gene5096	K09560
gene3542	K21596
gene5743	K08798
gene13145	K08187,K08231
gene11534	K09228
gene9894	K02737,K02740
gene10166	K01580,K01594,K18966
gene14323	K14610
gene6183	K08471
gene6184	K08471
gene12802	K01044,K01049,K01063,K03927,K15743
gene13142	K01435,K08069
gene5403	K01312,K01316,K09463,K09614,K09618,K09621,K09623,K09640,K17495
gene11114	K16500
gene12218	K04362,K05093,K05094
gene8006	K02889
gene8007	K03253
gene13422	K13485
gene9606	K15103
gene9607	K10990,K15700
gene13792	K18674
gene10274	K01835,K11809,K15779
gene12136	K01940
gene12099	K08471
gene11933	K00318,K11394
gene9021	K05665,K05666
gene9022	K05665,K05666
gene12764	K01312,K08668,K09622,K09640
gene10357	K08040
gene9109	K15703
gene14014	K13356
gene9858	K14971
gene11576	K02537
gene11577	K22255
gene11519	K11479
gene13555	K10691
gene7716	K01672,K01674,K18246
gene9654	K08709
gene13449	K01363
gene10934	K05754
gene7120	K13504
gene11787	K04437
gene7395	K04905,K04909,K04910
gene11960	K14589
gene5568	K16507
gene14245	K18763
gene5979	K02216
gene12933	K07442
gene10004	K18156
gene10005	K17600
gene2412	K09057
gene13545	K21879
gene8735	K05038
gene4909	K05748,K05753,K06083,K06220
gene4821	K15271
gene12310	K10956
gene12651	K04378
gene4533	K10754
gene6934	K09236
gene12750	K15001
gene4640	K05455,K05456,K16690
gene14062	K01823
gene10246	K05695,K06777,K06778
gene9333	K10588
gene7473	K19681
gene12320	K15434
gene5323	K10361
gene14047	K09209,K13943
gene12702	K01507,K11726
gene13366	K06237,K19721
gene13367	K22366
gene14631	K02207
gene13787	K03136
gene13788	K20188
gene12599	K04714
gene10559	K10876
gene11349	K11187
gene9154	K16862
gene14267	K06754
gene10584	K01312
